,source,title,address_line,city,postal_code,ph_no,state_name,state_code,country
0,1 Safeway Location in ,Bisbee,101 Naco Rd,Bisbee,85603,(520) 432-3038,Arizona,AZ,United States
0,1 Safeway Location in ,Bullhead City,1751 Hwy 95,Bullhead City,86442,(928) 763-3555,Arizona,AZ,United States
0,1 Safeway Location in ,Casa Grande,1637 N Trekell Rd,Casa Grande,85122,(520) 421-7447,Arizona,AZ,United States
0,1 Safeway Location in ,Cave Creek,29834 N Cave Creek Rd,Cave Creek,85331,(480) 563-9335,Arizona,AZ,United States
0,3 Safeway Locations in ,Chandler,1060 E Ray Rd,Chandler,85225,(480) 855-5005,Arizona,AZ,United States
0,1 Safeway Location in ,Chino Valley,1031 N US Hwy 89,Chino Valley,86323,(928) 636-8358,Arizona,AZ,United States
0,1 Safeway Location in ,Coolidge,1449 N Arizona Blvd,Coolidge,85128,(520) 723-5300,Arizona,AZ,United States
0,1 Safeway Location in ,Cottonwood,1635 E Cottonwood Ln,Cottonwood,86326,(928) 634-3711,Arizona,AZ,United States
0,3 Safeway Locations in ,Flagstaff,1201 S Plaza Way,Flagstaff,86001,(928) 779-3401,Arizona,AZ,United States
0,1 Safeway Location in ,Florence,3325 N Hunt Hwy,Florence,85132,(520) 723-0179,Arizona,AZ,United States
0,1 Safeway Location in ,Fort Mohave,4823 S Hwy 95,Fort Mohave,86426,(928) 704-4433,Arizona,AZ,United States
0,1 Safeway Location in ,Fountain Hills,13733 Fountain Hills Blvd,Fountain Hills,85268,(480) 837-0287,Arizona,AZ,United States
0,2 Safeway Locations in ,Gilbert,5137 E Baseline Rd,Gilbert,85234,(480) 325-5807,Arizona,AZ,United States
0,2 Safeway Locations in ,Glendale,20205 N 67th Ave #100,Glendale,85308,(623) 572-8814,Arizona,AZ,United States
0,1 Safeway Location in ,Globe,240 S Hill St,Globe,85501,(928) 425-5390,Arizona,AZ,United States
0,3 Safeway Locations in ,Goodyear,14175 W Indian School Rd,Goodyear,85395,(623) 935-3228,Arizona,AZ,United States
0,1 Safeway Location in ,Green Valley,260 W Continental Rd,Green Valley,85614,(520) 625-7283,Arizona,AZ,United States
0,1 Safeway Location in ,Holbrook,702 W Hopi Dr,Holbrook,86025,(928) 524-3313,Arizona,AZ,United States
0,2 Safeway Locations in ,Kingman,3125 Stockton Hill Rd,Kingman,86401,(928) 753-2943,Arizona,AZ,United States
0,1 Safeway Location in ,Lake Havasu City,1650 Mcculloch Blvd N,Lake Havasu City,86403,(928) 855-7760,Arizona,AZ,United States
0,1 Safeway Location in ,Laveen,5035 W Baseline Rd,Laveen,85339,(602) 567-7561,Arizona,AZ,United States
0,5 Safeway Locations in ,Mesa,1225 W Guadalupe,Mesa,85202,(480) 838-7452,Arizona,AZ,United States
0,1 Safeway Location in ,Nogales,465 W Mariposa Rd,Nogales,85621,(520) 281-4929,Arizona,AZ,United States
0,1 Safeway Location in ,Oro Valley,12122 N Rancho Vistoso Blvd,Oro Valley,85755,(520) 297-4344,Arizona,AZ,United States
0,1 Safeway Location in ,Page,650 Elm St,Page,86040,(928) 645-8155,Arizona,AZ,United States
0,1 Safeway Location in ,Parker,121 W Riverside Dr,Parker,85344,(928) 669-2243,Arizona,AZ,United States
0,1 Safeway Location in ,Payson,401 E Hwy 260,Payson,85541,(928) 472-8208,Arizona,AZ,United States
0,3 Safeway Locations in ,Peoria,10641 W Olive Ave,Peoria,85345,(623) 583-7227,Arizona,AZ,United States
0,14 Safeway Locations in ,Phoenix,1334 E Chandler Blvd,Phoenix,85048,(480) 283-0032,Arizona,AZ,United States
0,1 Safeway Location in ,Pinetop-Lakeside,20 E White Mountain Blvd,Pinetop-Lakeside,85935,(928) 367-6677,Arizona,AZ,United States
0,1 Safeway Location in ,Prescott Valley,7720 E Hwy 69,Prescott Valley,86314,(928) 772-6126,Arizona,AZ,United States
0,2 Safeway Locations in ,Prescott,1044 Willow Creek Rd,Prescott,86301,(928) 445-4550,Arizona,AZ,United States
0,2 Safeway Locations in ,Queen Creek,18495 E Queen Creek Rd,Queen Creek,85142,(480) 279-2733,Arizona,AZ,United States
0,1 Safeway Location in ,Sahuarita,1305 W Duval Mine Rd,Sahuarita,85614,(520) 648-2847,Arizona,AZ,United States
0,7 Safeway Locations in ,Scottsdale,10773 N Scottsdale Rd,Scottsdale,85254,(480) 948-6446,Arizona,AZ,United States
0,1 Safeway Location in ,Sedona,2300 W Hwy 89A,Sedona,86336,(928) 282-0118,Arizona,AZ,United States
0,1 Safeway Location in ,Show Low,900 W Deuce Of Clubs,Show Low,85901,(928) 532-5656,Arizona,AZ,United States
0,1 Safeway Location in ,Sierra Vista,2190 E Fry Blvd,Sierra Vista,85635,(520) 459-4204,Arizona,AZ,United States
0,1 Safeway Location in ,Springerville,203 S Mountain Ave,Springerville,85938,(928) 333-4165,Arizona,AZ,United States
0,1 Safeway Location in ,Sun City West,13503 Camino Del Sol,Sun City West,85375,(623) 975-2304,Arizona,AZ,United States
0,1 Safeway Location in ,Sun City,10926 W Bell Rd,Sun City,85351,(623) 972-1350,Arizona,AZ,United States
0,2 Safeway Locations in ,Surprise,13828 W Waddell Rd,Surprise,85379,(623) 476-1810,Arizona,AZ,United States
0,2 Safeway Locations in ,Tempe,1515 E Elliot Rd,Tempe,85284,(480) 755-1844,Arizona,AZ,United States
0,1 Safeway Location in ,Thatcher,2125 W Hwy 70,Thatcher,85552,(928) 428-2771,Arizona,AZ,United States
0,14 Safeway Locations in ,Tucson,10380 E Broadway Blvd,Tucson,85748,(520) 885-7777,Arizona,AZ,United States
0,1 Safeway Location in ,Vail,13380 E Mary Ann Cleveland Way,Vail,85641,(520) 526-7087,Arizona,AZ,United States
0,1 Safeway Location in ,Wickenburg,1999 W Wickenburg Way,Wickenburg,85390,(928) 684-2999,Arizona,AZ,United States
0,1 Safeway Location in ,Willcox,650 N Bisbee Ave,Willcox,85643,(520) 384-3952,Arizona,AZ,United States
0,1 Safeway Location in ,Williams,637 W Route 66,Williams,86046,(928) 635-0500,Arizona,AZ,United States
0,1 Safeway Location in ,Winslow,1601 N Park Dr,Winslow,86047,(928) 289-3126,Arizona,AZ,United States
0,3 Safeway Locations in ,Alameda,2227 S Shore Ctr,Alameda,94501,(510) 863-9000,California,CA,United States
0,1 Safeway Location in ,Alamo,200 Alamo Plaza,Alamo,94507,(925) 820-8022,California,CA,United States
0,1 Safeway Location in ,Albany,1500 Solano Ave,Albany,94707,(510) 525-4107,California,CA,United States
0,1 Safeway Location in ,American Canyon,103 American Canyon Rd,American Canyon,94503,(707) 649-5150,California,CA,United States
0,1 Safeway Location in ,Anderson,2601 Balls Ferry Rd,Anderson,96007,(530) 365-6401,California,CA,United States
0,1 Safeway Location in ,Antioch,3365 Deer Valley Rd,Antioch,94531,(925) 706-4150,California,CA,United States
0,1 Safeway Location in ,Aptos,16 Rancho Del Mar,Aptos,95003,(831) 688-2775,California,CA,United States
0,1 Safeway Location in ,Arcata,600 F St,Arcata,95521,(707) 822-5217,California,CA,United States
0,1 Safeway Location in ,Auburn,2550 Bell Rd,Auburn,95603,(530) 887-3230,California,CA,United States
0,2 Safeway Locations in ,Belmont,1100 El Camino,Belmont,94002,(650) 596-1730,California,CA,United States
0,1 Safeway Location in ,Benicia,50 Solano Square,Benicia,94510,(707) 745-4047,California,CA,United States
0,1 Safeway Location in ,Berkeley,1444 Shattuck Place,Berkeley,94709,(510) 526-3086,California,CA,United States
0,2 Safeway Locations in ,Brentwood,1125 2nd St,Brentwood,94513,(925) 634-6780,California,CA,United States
0,1 Safeway Location in ,Burlingame,1450 Howard Ave,Burlingame,94010,(650) 343-3488,California,CA,United States
0,1 Safeway Location in ,Burney,37264 Main St,Burney,96013,(530) 335-3212,California,CA,United States
0,1 Safeway Location in ,Cameron Park,3380 Coach Ln,Cameron Park,95682,(530) 676-6930,California,CA,United States
0,2 Safeway Locations in ,Campbell,2341 S Winchester Blvd,Campbell,95008,(408) 364-6880,California,CA,United States
0,2 Safeway Locations in ,Carmel,104 Mid Valley Center,Carmel,93923,(831) 624-4600,California,CA,United States
0,1 Safeway Location in ,Carmichael,4040 Manzanita Ave,Carmichael,95608,(916) 481-2005,California,CA,United States
0,2 Safeway Locations in ,Castro Valley,20629 Redwood Rd,Castro Valley,94546,(510) 538-3088,California,CA,United States
0,3 Safeway Locations in ,Chico,1016 W Sacramento Ave,Chico,95926,(530) 895-0244,California,CA,United States
0,1 Safeway Location in ,Citrus Heights,7301 Greenback Ln,Citrus Heights,95621,(916) 727-2424,California,CA,United States
0,1 Safeway Location in ,Clayton,5431 Clayton Rd,Clayton,94517,(925) 672-2135,California,CA,United States
0,1 Safeway Location in ,Clearlake,14922 Olympic Dr,Clearlake,95422,(707) 994-7275,California,CA,United States
0,2 Safeway Locations in ,Concord,2600 Willow Pass Rd,Concord,94519,(925) 689-3240,California,CA,United States
0,1 Safeway Location in ,Corning,600 Edith St,Corning,96021,(530) 824-2467,California,CA,United States
0,1 Safeway Location in ,Corte Madera,137 Corte Madera Town Ctr,Corte Madera,94925,(415) 927-1960,California,CA,United States
0,1 Safeway Location in ,Crescent City,475 M St,Crescent City,95531,(707) 465-3353,California,CA,United States
0,1 Safeway Location in ,Cupertino,20620 W Homestead Rd,Cupertino,95014,(408) 253-0112,California,CA,United States
0,1 Safeway Location in ,Daly City,601 Westlake Ctr,Daly City,94015,(650) 755-0576,California,CA,United States
0,1 Safeway Location in ,Danville,3496 Camino Tassajara,Danville,94506,(925) 736-0298,California,CA,United States
0,2 Safeway Locations in ,Davis,1451 W Covell Blvd,Davis,95616,(530) 757-4540,California,CA,United States
0,1 Safeway Location in ,Del Rey Oaks,815 Canyon Del Rey Blvd,Del Rey Oaks,93940,(831) 393-2090,California,CA,United States
0,1 Safeway Location in ,Discovery Bay,14840 Hwy 4,Discovery Bay,94505,(925) 626-6000,California,CA,United States
0,1 Safeway Location in ,Dixon,1235 Stratford Ave,Dixon,95620,(707) 678-7400,California,CA,United States
0,2 Safeway Locations in ,Dublin,4440 Tassajara Rd,Dublin,94568,(925) 551-4710,California,CA,United States
0,1 Safeway Location in ,El Cerrito,11450 San Pablo Ave,El Cerrito,94530,(510) 233-8400,California,CA,United States
0,2 Safeway Locations in ,El Dorado Hills,2207 Francisco Dr,El Dorado Hills,95762,(916) 939-9456,California,CA,United States
0,1 Safeway Location in ,Elk Grove,5021 Laguna Blvd,Elk Grove,95758,(916) 691-3770,California,CA,United States
0,1 Safeway Location in ,Eureka,2555 Harris St,Eureka,95503,(707) 269-0133,California,CA,United States
0,2 Safeway Locations in ,Fair Oaks,5450 Dewey Dr,Fair Oaks,95628,(916) 904-5356,California,CA,United States
0,2 Safeway Locations in ,Fairfield,2401 Waterman Dr,Fairfield,94534,(707) 427-5640,California,CA,United States
0,1 Safeway Location in ,Felton,6255 Graham Hill Rd,Felton,95018,(831) 335-3532,California,CA,United States
0,1 Safeway Location in ,Folsom,1850 Prairie City Rd,Folsom,95630,(916) 608-2450,California,CA,United States
0,1 Safeway Location in ,Fort Bragg,660 S Main St,Fort Bragg,95437,(707) 964-4079,California,CA,United States
0,1 Safeway Location in ,Fortuna,701 S Fortuna Blvd,Fortuna,95540,(707) 725-5104,California,CA,United States
0,1 Safeway Location in ,Foster City,921 E Hillsdale Blvd,Foster City,94404,(650) 377-0711,California,CA,United States
0,1 Safeway Location in ,Freedom,2010 Freedom Blvd,Freedom,95019,(831) 728-2640,California,CA,United States
0,3 Safeway Locations in ,Fremont,3902 Washington Blvd,Fremont,94538,(510) 657-1625,California,CA,United States
0,1 Safeway Location in ,Gilroy,905 First St,Gilroy,95020,(408) 842-6446,California,CA,United States
0,2 Safeway Locations in ,Grass Valley,105 Neal St,Grass Valley,95945,(530) 273-0115,California,CA,United States
0,1 Safeway Location in ,Gridley,1596 St Hwy 99,Gridley,95948,(530) 846-3762,California,CA,United States
0,1 Safeway Location in ,Guerneville,16405 Hwy 116,Guerneville,95446,(707) 869-9433,California,CA,United States
0,1 Safeway Location in ,Half Moon Bay,70 Cabrillo Hwy,Half Moon Bay,94019,(650) 726-1143,California,CA,United States
0,2 Safeway Locations in ,Hayward,22280 Foothill Blvd,Hayward,94541,(510) 582-0700,California,CA,United States
0,1 Safeway Location in ,Healdsburg,1115 Vine St,Healdsburg,95448,(707) 431-7102,California,CA,United States
0,1 Safeway Location in ,Hollister,591 Tres Pinos Rd,Hollister,95023,(831) 638-3240,California,CA,United States
0,1 Safeway Location in ,Jackson,12110 Industry Blvd,Jackson,95642,(209) 257-0779,California,CA,United States
0,1 Safeway Location in ,King City,530 Canal St,King City,93930,(831) 385-7820,California,CA,United States
0,1 Safeway Location in ,Kings Beach,7815 N Lake Blvd,Kings Beach,96143,(530) 546-0170,California,CA,United States
0,1 Safeway Location in ,Lafayette,3540 Mt Diablo Blvd,Lafayette,94549,(925) 283-0228,California,CA,United States
0,1 Safeway Location in ,Lakeport,1071 11th St,Lakeport,95453,(707) 263-8072,California,CA,United States
0,1 Safeway Location in ,Lincoln,67 Lincoln Blvd,Lincoln,95648,(916) 408-0800,California,CA,United States
0,2 Safeway Locations in ,Livermore,1554 First St,Livermore,94550,(925) 455-5667,California,CA,United States
0,1 Safeway Location in ,Lodi,2449 W Kettleman Ln,Lodi,95242,(209) 367-7875,California,CA,United States
0,1 Safeway Location in ,Los Altos,160 1st St,Los Altos,94022,(650) 941-1801,California,CA,United States
0,3 Safeway Locations in ,Los Gatos,1500 Pollard Rd,Los Gatos,95032,(408) 374-2050,California,CA,United States
0,1 Safeway Location in ,Manteca,1187 S Main St,Manteca,95337,(209) 824-1144,California,CA,United States
0,2 Safeway Locations in ,Martinez,3334 Alhambra Ave,Martinez,94553,(925) 229-0212,California,CA,United States
0,1 Safeway Location in ,Mckinleyville,1503 City Ctr Rd,Mckinleyville,95519,(707) 840-9770,California,CA,United States
0,2 Safeway Locations in ,Menlo Park,325 S Sharon Park Dr,Menlo Park,94025,(650) 854-3056,California,CA,United States
0,2 Safeway Locations in ,Mill Valley,1 Camino Alto,Mill Valley,94941,(415) 388-6216,California,CA,United States
0,1 Safeway Location in ,Millbrae,525 El Camino Real,Millbrae,94030,(650) 652-3416,California,CA,United States
0,1 Safeway Location in ,Milpitas,555 E Calaveras Blvd,Milpitas,95035,(408) 262-9850,California,CA,United States
0,1 Safeway Location in ,Modesto,2001 Mchenry Ave Suite C,Modesto,95350,(209) 571-6280,California,CA,United States
0,1 Safeway Location in ,Moraga,1355 Moraga Way,Moraga,94556,(925) 376-9492,California,CA,United States
0,2 Safeway Locations in ,Morgan Hill,235 Tennant Station,Morgan Hill,95037,(408) 776-9861,California,CA,United States
0,4 Safeway Locations in ,Mountain View,1750 Miramonte Ave,Mountain View,94040,(650) 903-5850,California,CA,United States
0,1 Safeway Location in ,Napa,3375 Jefferson St,Napa,94558,(707) 225-3037,California,CA,United States
0,1 Safeway Location in ,Newark,5877 Jarvis Ave,Newark,94560,(510) 713-3180,California,CA,United States
0,2 Safeway Locations in ,Novato,5720 Nave Dr,Novato,94949,(415) 881-9256,California,CA,United States
0,6 Safeway Locations in ,Oakland,2096 Mountain Blvd,Oakland,94611,(510) 482-2266,California,CA,United States
0,1 Safeway Location in ,Orinda,2 Camino Sobrante,Orinda,94563,(925) 254-8792,California,CA,United States
0,1 Safeway Location in ,Pacific Grove,1212 Forest Ave,Pacific Grove,93950,(831) 375-8262,California,CA,United States
0,3 Safeway Locations in ,Pacifica,12 Manor Plz,Pacifica,94044,(650) 359-2751,California,CA,United States
0,1 Safeway Location in ,Palo Alto,2811 Middlefield Rd,Palo Alto,94306,(650) 321-8400,California,CA,United States
0,2 Safeway Locations in ,Petaluma,389 S Mcdowell Blvd,Petaluma,94954,(707) 766-9097,California,CA,United States
0,1 Safeway Location in ,Pinole,1421 Tara Hill Dr,Pinole,94564,(510) 724-1525,California,CA,United States
0,1 Safeway Location in ,Pittsburg,660 Bailey Rd,Pittsburg,94565,(925) 458-0181,California,CA,United States
0,1 Safeway Location in ,Placerville,3955 Missouri Flat Rd,Placerville,95667,(530) 295-2972,California,CA,United States
0,3 Safeway Locations in ,Pleasant Hill,1978 Contra Costa Blvd,Pleasant Hill,94523,(925) 688-0680,California,CA,United States
0,2 Safeway Locations in ,Pleasanton,1701 Santa Rita Rd,Pleasanton,94566,(925) 417-5530,California,CA,United States
0,1 Safeway Location in ,Pollock Pines,6498 Pony Express Trail,Pollock Pines,95726,(530) 647-7440,California,CA,United States
0,1 Safeway Location in ,Prunedale,17539 Vierra Canyon Rd,Prunedale,93907,(831) 663-6702,California,CA,United States
0,1 Safeway Location in ,Quincy,20 E Main St,Quincy,95971,(530) 283-1404,California,CA,United States
0,1 Safeway Location in ,Rancho Cordova,10635 Folsom Blvd,Rancho Cordova,95670,(916) 364-4940,California,CA,United States
0,2 Safeway Locations in ,Redding,1070 E Cypress Ave,Redding,96002,(530) 226-5871,California,CA,United States
0,2 Safeway Locations in ,Redwood City,1071 El Camino Real,Redwood City,94063,(650) 306-1900,California,CA,United States
0,2 Safeway Locations in ,Rocklin,2220 Sunset Blvd,Rocklin,95765,(916) 789-0101,California,CA,United States
0,1 Safeway Location in ,Rodeo,605 Parker Ave Bldg A,Rodeo,94572,(510) 799-6200,California,CA,United States
0,1 Safeway Location in ,Rohnert Park,6340 Commerce Blvd,Rohnert Park,94928,(707) 584-8942,California,CA,United States
0,4 Safeway Locations in ,Roseville,1080 Pleasant Grove Blvd,Roseville,95678,(916) 783-2119,California,CA,United States
0,8 Safeway Locations in ,Sacramento,1025 Alhambra Blvd,Sacramento,95816,(916) 456-0852,California,CA,United States
0,1 Safeway Location in ,Saint Helena,1026 Hunt Ave,Saint Helena,94574,(707) 968-3620,California,CA,United States
0,2 Safeway Locations in ,Salinas,1516 Constitution Blvd,Salinas,93905,(831) 444-3625,California,CA,United States
0,1 Safeway Location in ,San Anselmo,838 Sir Francis Drake,San Anselmo,94960,(415) 456-9157,California,CA,United States
0,15 Safeway Locations in ,San Francisco,1335 Webster St,San Francisco,94115,(415) 921-4557,California,CA,United States
0,12 Safeway Locations in ,San Jose,1300 W San Carlos St,San Jose,95126,(408) 882-0999,California,CA,United States
0,3 Safeway Locations in ,San Leandro,1499 Washington Ave,San Leandro,94577,(510) 895-2660,California,CA,United States
0,3 Safeway Locations in ,San Mateo,100 De Anza Blvd,San Mateo,94402,(650) 341-4039,California,CA,United States
0,2 Safeway Locations in ,San Rafael,700 B St,San Rafael,94901,(415) 456-1453,California,CA,United States
0,2 Safeway Locations in ,San Ramon,11050 Bollinger Canyon Rd,San Ramon,94582,(925) 359-2001,California,CA,United States
0,4 Safeway Locations in ,Santa Clara,2605 The Alameda Ave,Santa Clara,95050,(408) 244-6873,California,CA,United States
0,2 Safeway Locations in ,Santa Cruz,117 Morrissey Blvd,Santa Cruz,95062,(831) 426-7489,California,CA,United States
0,6 Safeway Locations in ,Santa Rosa,100 Calistoga Rd,Santa Rosa,95409,(707) 539-1711,California,CA,United States
0,1 Safeway Location in ,Saratoga,12876 Saratoga Sunnyvale Rd,Saratoga,95070,(408) 867-0180,California,CA,United States
0,1 Safeway Location in ,Scotts Valley,253 Mt Hermon Rd,Scotts Valley,95066,(831) 438-7431,California,CA,United States
0,1 Safeway Location in ,Sebastopol,406 N Main St,Sebastopol,95472,(707) 823-1101,California,CA,United States
0,1 Safeway Location in ,Sonoma,477 W Napa St,Sonoma,95476,(707) 996-0633,California,CA,United States
0,1 Safeway Location in ,Sonora,1291 Sanguinetti Rd,Sonora,95370,(209) 533-7810,California,CA,United States
0,1 Safeway Location in ,Soquel,2720 41st Ave,Soquel,95073,(831) 477-7212,California,CA,United States
0,1 Safeway Location in ,South Lake Tahoe,1020 Johnson Ln,South Lake Tahoe,96150,(530) 542-7740,California,CA,United States
0,2 Safeway Locations in ,South San Francisco,2255 Gellert Blvd,South San Francisco,94080,(650) 588-9005,California,CA,United States
0,2 Safeway Locations in ,Stockton,2808 Country Club Blvd,Stockton,95204,(209) 461-5555,California,CA,United States
0,3 Safeway Locations in ,Sunnyvale,150 E El Camino Real,Sunnyvale,94087,(408) 732-1259,California,CA,United States
0,1 Safeway Location in ,Susanville,2970 Main St,Susanville,96130,(530) 257-2029,California,CA,United States
0,1 Safeway Location in ,Tahoe City,850 N Lake Blvd,Tahoe City,96145,(530) 583-2772,California,CA,United States
0,1 Safeway Location in ,Tracy,1801 W 11th St,Tracy,95376,(209) 830-2950,California,CA,United States
0,1 Safeway Location in ,Truckee,11290 Donner Pass Rd,Truckee,96161,(530) 582-7950,California,CA,United States
0,1 Safeway Location in ,Turlock,3051 Countryside Dr,Turlock,95380,(209) 669-2725,California,CA,United States
0,1 Safeway Location in ,Ukiah,653 S State St,Ukiah,95482,(707) 467-2700,California,CA,United States
0,1 Safeway Location in ,Union City,1790 Decoto Rd,Union City,94587,(510) 429-9090,California,CA,United States
0,1 Safeway Location in ,Vacaville,2090 Harbison Dr,Vacaville,95687,(707) 452-7277,California,CA,United States
0,3 Safeway Locations in ,Vallejo,122 Robles Dr,Vallejo,94591,(707) 554-4467,California,CA,United States
0,4 Safeway Locations in ,Walnut Creek,1972 Tice Valley Blvd,Walnut Creek,94595,(925) 939-7213,California,CA,United States
0,1 Safeway Location in ,Willits,845 S Main St,Willits,95490,(707) 459-5862,California,CA,United States
0,1 Safeway Location in ,Windsor,9080 Brooks Rd,Windsor,95492,(707) 837-2000,California,CA,United States
0,1 Safeway Location in ,Alamosa,1301 Main St,Alamosa,81101,(719) 587-3075,Colorado,CO,United States
0,1 Safeway Location in ,Arvada,7561 W 80th Ave,Arvada,80003,(303) 420-0318,Colorado,CO,United States
0,5 Safeway Locations in ,Aurora,1200 S Buckley Rd,Aurora,80017,(303) 750-6802,Colorado,CO,United States
0,3 Safeway Locations in ,Boulder,2798 Arapahoe Ave,Boulder,80302,(303) 443-5888,Colorado,CO,United States
0,1 Safeway Location in ,Brighton,1605 Bridge St,Brighton,80601,(303) 659-6461,Colorado,CO,United States
0,1 Safeway Location in ,Broomfield,3602 W 144th Ave,Broomfield,80020,(303) 209-2405,Colorado,CO,United States
0,1 Safeway Location in ,Burlington,111 18th St,Burlington,80807,(719) 346-8862,Colorado,CO,United States
0,1 Safeway Location in ,Canon City,1414 Main St,Canon City,81212,(719) 275-5221,Colorado,CO,United States
0,1 Safeway Location in ,Castle Rock,880 S Perry St,Castle Rock,80104,(303) 688-5028,Colorado,CO,United States
0,12 Safeway Locations in ,Colorado Springs,1121 N Circle Dr,Colorado Springs,80909,(719) 573-6023,Colorado,CO,United States
0,1 Safeway Location in ,Conifer,27152 Main St,Conifer,80433,(303) 838-4375,Colorado,CO,United States
0,1 Safeway Location in ,Cortez,1580 E Main St,Cortez,81321,(970) 564-9590,Colorado,CO,United States
0,1 Safeway Location in ,Delta,1550 Hwy 92,Delta,81416,(970) 874-9032,Colorado,CO,United States
0,10 Safeway Locations in ,Denver,1653 S Colorado Blvd,Denver,80222,(303) 691-2960,Colorado,CO,United States
0,1 Safeway Location in ,Elizabeth,220 S Elizabeth St,Elizabeth,80107,(303) 646-0336,Colorado,CO,United States
0,2 Safeway Locations in ,Englewood,201 E Jefferson Ave,Englewood,80113,(303) 781-0463,Colorado,CO,United States
0,1 Safeway Location in ,Erie,3333 Arapahoe Rd N #B,Erie,80516,(720) 890-0959,Colorado,CO,United States
0,1 Safeway Location in ,Estes Park,451 E Wonderview Ave,Estes Park,80517,(970) 586-4447,Colorado,CO,United States
0,1 Safeway Location in ,Evergreen,3851 S Hwy 74,Evergreen,80439,(303) 674-6625,Colorado,CO,United States
0,1 Safeway Location in ,Falcon,7655 Mclaughlin Rd,Falcon,80831,(719) 495-7300,Colorado,CO,United States
0,1 Safeway Location in ,Federal Heights,10300 Federal Blvd,Federal Heights,80260,(303) 469-0990,Colorado,CO,United States
0,1 Safeway Location in ,Firestone,8134 County Rd 13,Firestone,80504,(303) 833-2844,Colorado,CO,United States
0,4 Safeway Locations in ,Fort Collins,1426 E Harmony Rd,Fort Collins,80525,(970) 223-6335,Colorado,CO,United States
0,1 Safeway Location in ,Fort Lupton,1300 Dexter St,Fort Lupton,80621,(303) 857-0136,Colorado,CO,United States
0,1 Safeway Location in ,Fort Morgan,620 W Platte Ave,Fort Morgan,80701,(970) 867-3377,Colorado,CO,United States
0,1 Safeway Location in ,Fountain,6925 Mesa Ridge Pkwy,Fountain,80817,(719) 322-9351,Colorado,CO,United States
0,1 Safeway Location in ,Fraser,40 County Rd 804,Fraser,80442,(970) 726-9484,Colorado,CO,United States
0,1 Safeway Location in ,Frisco,1008 Summit Blvd,Frisco,80443,(970) 668-5144,Colorado,CO,United States
0,1 Safeway Location in ,Golden,1701 Jackson St,Golden,80401,(303) 278-1861,Colorado,CO,United States
0,3 Safeway Locations in ,Grand Junction,2512 Broadway,Grand Junction,81507,(970) 257-0072,Colorado,CO,United States
0,2 Safeway Locations in ,Greeley,3526 W 10th St,Greeley,80634,(970) 351-8350,Colorado,CO,United States
0,1 Safeway Location in ,Gunnison,112 S Spruce St,Gunnison,81230,(970) 641-0787,Colorado,CO,United States
0,1 Safeway Location in ,Highlands Ranch,9255 S Broadway,Highlands Ranch,80129,(303) 683-1983,Colorado,CO,United States
0,1 Safeway Location in ,Idaho Springs,2425 Miner St,Idaho Springs,80452,(303) 567-4471,Colorado,CO,United States
0,1 Safeway Location in ,La Junta,315 W 2nd St,La Junta,81050,(719) 384-4861,Colorado,CO,United States
0,3 Safeway Locations in ,Lakewood,11088 W Jewell,Lakewood,80232,(303) 989-8810,Colorado,CO,United States
0,1 Safeway Location in ,Lamar,906 E Olive St,Lamar,81052,(719) 336-2540,Colorado,CO,United States
